item,pip
http://www.wikidata.org/entity/Q107385729,django-pipeline
http://www.wikidata.org/entity/Q107387020,django-prettyjson
http://www.wikidata.org/entity/Q107385383,django-ratelimit
http://www.wikidata.org/entity/Q107383419,django-redis
http://www.wikidata.org/entity/Q107386644,django-redis-sessions
http://www.wikidata.org/entity/Q107386659,django-render-block
http://www.wikidata.org/entity/Q107386748,django-safedelete
http://www.wikidata.org/entity/Q107386939,django-smtp-ssl
http://www.wikidata.org/entity/Q107384382,django-taggit
http://www.wikidata.org/entity/Q107386660,django-templated-email
http://www.wikidata.org/entity/Q107386242,django-templated-mail
http://www.wikidata.org/entity/Q107384531,django-treebeard
http://www.wikidata.org/entity/Q107387124,django-url-filter
http://www.wikidata.org/entity/Q107386243,djet
http://www.wikidata.org/entity/Q107382151,dm-tree
http://www.wikidata.org/entity/Q107384512,docfly
http://www.wikidata.org/entity/Q107384040,docformatter
http://www.wikidata.org/entity/Q107381175,docstring_parser
http://www.wikidata.org/entity/Q107381145,docutils-stubs
http://www.wikidata.org/entity/Q107384616,dodgy
http://www.wikidata.org/entity/Q107386803,domain2idna
http://www.wikidata.org/entity/Q107385756,draftjs-exporter
http://www.wikidata.org/entity/Q107385354,drf-extensions
http://www.wikidata.org/entity/Q107386113,dvc
http://www.wikidata.org/entity/Q107385456,ebcdic
http://www.wikidata.org/entity/Q107386078,EbookLib
http://www.wikidata.org/entity/Q107386893,edx-enterprise
http://www.wikidata.org/entity/Q107386889,edx-rest-api-client
http://www.wikidata.org/entity/Q107383457,elasticsearch-dbapi
http://www.wikidata.org/entity/Q107384517,empy
http://www.wikidata.org/entity/Q107386791,envtpl
http://www.wikidata.org/entity/Q107382123,eradicate
http://www.wikidata.org/entity/Q107383973,eth-keys
http://www.wikidata.org/entity/Q107383965,eth-typing
http://www.wikidata.org/entity/Q107383235,exam
http://www.wikidata.org/entity/Q107386819,extruct
http://www.wikidata.org/entity/Q107382132,fairscale
http://www.wikidata.org/entity/Q107384505,fancycompleter
http://www.wikidata.org/entity/Q107382314,fastai
http://www.wikidata.org/entity/Q107384668,fastcluster
http://www.wikidata.org/entity/Q107381086,feedgen
http://www.wikidata.org/entity/Q107383439,fiona
http://www.wikidata.org/entity/Q107383773,firebase-admin
http://www.wikidata.org/entity/Q107386786,flair
http://www.wikidata.org/entity/Q107385702,flake8-class-newline
http://www.wikidata.org/entity/Q107383596,flake8-colors
http://www.wikidata.org/entity/Q107382121,flake8-debugger
http://www.wikidata.org/entity/Q107380542,flaky
http://www.wikidata.org/entity/Q107386991,Flask-Alembic
http://www.wikidata.org/entity/Q107385705,flask-apispec
http://www.wikidata.org/entity/Q107385299,flask-assets
http://www.wikidata.org/entity/Q107383372,flask-caching
http://www.wikidata.org/entity/Q107386972,Flask-KVSession-Invenio
http://www.wikidata.org/entity/Q107386955,Flask-Menu
http://www.wikidata.org/entity/Q107386417,flask-shell-ipython
http://www.wikidata.org/entity/Q107385189,flatten-dict
http://www.wikidata.org/entity/Q107384514,flatten-json
http://www.wikidata.org/entity/Q107381012,folium
http://www.wikidata.org/entity/Q107383387,frozendict
http://www.wikidata.org/entity/Q107386015,fuzzy
http://www.wikidata.org/entity/Q107386240,galaxy-tool-util
http://www.wikidata.org/entity/Q107385928,gapic-google-cloud-spanner-admin-instance-v1
http://www.wikidata.org/entity/Q107385927,gapic-google-cloud-spanner-v1
http://www.wikidata.org/entity/Q107382157,gcld3
http://www.wikidata.org/entity/Q107387119,mws
http://www.wikidata.org/entity/Q107384869,mypy-boto3-appsync
http://www.wikidata.org/entity/Q107384894,mypy-boto3-codecommit
http://www.wikidata.org/entity/Q107384895,mypy-boto3-codedeploy
http://www.wikidata.org/entity/Q107384904,mypy-boto3-cognito-sync
http://www.wikidata.org/entity/Q107384907,mypy-boto3-compute-optimizer
http://www.wikidata.org/entity/Q107384910,mypy-boto3-connect-contact-lens
http://www.wikidata.org/entity/Q107384922,mypy-boto3-directconnect
http://www.wikidata.org/entity/Q107384931,mypy-boto3-dynamodbstreams
http://www.wikidata.org/entity/Q107384942,mypy-boto3-elasticbeanstalk
http://www.wikidata.org/entity/Q107384945,mypy-boto3-elbv2
http://www.wikidata.org/entity/Q107384964,mypy-boto3-greengrassv2
http://www.wikidata.org/entity/Q107384973,mypy-boto3-importexport
http://www.wikidata.org/entity/Q107384974,mypy-boto3-inspector
http://www.wikidata.org/entity/Q107384980,mypy-boto3-iotanalytics
http://www.wikidata.org/entity/Q107384989,mypy-boto3-iotsitewise
http://www.wikidata.org/entity/Q107384993,mypy-boto3-kafka
http://www.wikidata.org/entity/Q107384998,mypy-boto3-kinesis-video-signaling
http://www.wikidata.org/entity/Q107385001,mypy-boto3-kinesisvideo
http://www.wikidata.org/entity/Q107385005,mypy-boto3-lex-models
http://www.wikidata.org/entity/Q107385020,mypy-boto3-managedblockchain
http://www.wikidata.org/entity/Q107385021,mypy-boto3-marketplace-catalog
http://www.wikidata.org/entity/Q107385066,mypy-boto3-polly
http://www.wikidata.org/entity/Q107385081,mypy-boto3-rds-data
http://www.wikidata.org/entity/Q107385084,mypy-boto3-redshift
http://www.wikidata.org/entity/Q107385116,mypy-boto3-schemas
http://www.wikidata.org/entity/Q107385118,mypy-boto3-secretsmanager
http://www.wikidata.org/entity/Q107385127,mypy-boto3-shield
http://www.wikidata.org/entity/Q107385151,mypy-boto3-transfer
http://www.wikidata.org/entity/Q107385161,mypy-boto3-workspaces
http://www.wikidata.org/entity/Q107380509,mypy-extensions
http://www.wikidata.org/entity/Q107384166,mypy-protobuf
http://www.wikidata.org/entity/Q107383648,mysql-connector
http://www.wikidata.org/entity/Q107384128,mysql-connector-python-rf
http://www.wikidata.org/entity/Q107382353,natto-py
http://www.wikidata.org/entity/Q107380833,nbconvert
http://www.wikidata.org/entity/Q107385559,nbsite
http://www.wikidata.org/entity/Q107380840,nbval
http://www.wikidata.org/entity/Q107386375,ndjson
http://www.wikidata.org/entity/Q107384556,neotime
http://www.wikidata.org/entity/Q107386175,newspaper3k
http://www.wikidata.org/entity/Q107384405,nose2
http://www.wikidata.org/entity/Q107382374,nptyping
http://www.wikidata.org/entity/Q107383499,ntlm-auth
http://www.wikidata.org/entity/Q107384439,oauth2
http://www.wikidata.org/entity/Q107384583,oci
http://www.wikidata.org/entity/Q107386067,oci-cli
http://www.wikidata.org/entity/Q107382146,onnxconverter-common
http://www.wikidata.org/entity/Q107382138,onnxruntime-gpu
http://www.wikidata.org/entity/Q107386152,open3d-python
http://www.wikidata.org/entity/Q107385571,openml
http://www.wikidata.org/entity/Q107382209,openpyxl
http://www.wikidata.org/entity/Q107383868,openstacksdk
http://www.wikidata.org/entity/Q107384272,os-client-config
http://www.wikidata.org/entity/Q107380927,os-testr
http://www.wikidata.org/entity/Q107386146,os-vif
http://www.wikidata.org/entity/Q107386802,osc-placement
http://www.wikidata.org/entity/Q107382522,oscpy
http://www.wikidata.org/entity/Q107380915,oslo.config
http://www.wikidata.org/entity/Q107386145,oslo.privsep
http://www.wikidata.org/entity/Q107380895,outcome
http://www.wikidata.org/entity/Q107385392,ovs
http://www.wikidata.org/entity/Q107386123,ovsdbapp
http://www.wikidata.org/entity/Q107386531,pandarallel
http://www.wikidata.org/entity/Q107381591,pandas-datareader
http://www.wikidata.org/entity/Q107384243,pandas-profiling
http://www.wikidata.org/entity/Q107386014,pantsbuild-pants
http://www.wikidata.org/entity/Q28975321,paramiko
http://www.wikidata.org/entity/Q107386776,parse-accept-language
http://www.wikidata.org/entity/Q107381616,passlib
http://www.wikidata.org/entity/Q107385564,pastescript
http://www.wikidata.org/entity/Q107386198,pcodedmp
http://www.wikidata.org/entity/Q107383839,pdfminer-six
http://www.wikidata.org/entity/Q107387044,pdfminer3k
http://www.wikidata.org/entity/Q107384650,pdfrw
http://www.wikidata.org/entity/Q107381176,pdocs
http://www.wikidata.org/entity/Q107385166,peakutils
http://www.wikidata.org/entity/Q107380928,pifpaf
http://www.wikidata.org/entity/Q107384105,pillow-simd
http://www.wikidata.org/entity/Q107384739,plotnine
http://www.wikidata.org/entity/Q107380608,pluggy
http://www.wikidata.org/entity/Q107383857,polyline
http://www.wikidata.org/entity/Q107380998,pooch
http://www.wikidata.org/entity/Q107383853,portend
http://www.wikidata.org/entity/Q107384091,portpicker
http://www.wikidata.org/entity/Q107385331,postal-address
http://www.wikidata.org/entity/Q107382175,presets
http://www.wikidata.org/entity/Q107380543,pretend
http://www.wikidata.org/entity/Q107384497,progressbar
http://www.wikidata.org/entity/Q107387024,prometheus-async
http://www.wikidata.org/entity/Q107385355,property-manager
http://www.wikidata.org/entity/Q107383685,py-bcrypt
http://www.wikidata.org/entity/Q107383990,py-eth-sig-utils
http://www.wikidata.org/entity/Q107382356,py-spy
http://www.wikidata.org/entity/Q107383958,py-ubjson
http://www.wikidata.org/entity/Q107385676,py-zipkin
http://www.wikidata.org/entity/Q107382215,pyannotate
http://www.wikidata.org/entity/Q107384113,pyathenajdbc
http://www.wikidata.org/entity/Q107385233,pyaudio
http://www.wikidata.org/entity/Q107381584,pybind11-global
http://www.wikidata.org/entity/Q107380759,gdal
http://www.wikidata.org/entity/Q107385384,gender-guesser
http://www.wikidata.org/entity/Q107383157,geographiclib
http://www.wikidata.org/entity/Q107383818,geohash
http://www.wikidata.org/entity/Q107385532,geoviews
http://www.wikidata.org/entity/Q107382304,ghapi
http://www.wikidata.org/entity/Q107381008,GitPython
http://www.wikidata.org/entity/Q107380871,gnureadline
http://www.wikidata.org/entity/Q107382164,google-api-python-client
http://www.wikidata.org/entity/Q107386709,google-cloud-access-context-manager
http://www.wikidata.org/entity/Q107381709,google-cloud-core
http://www.wikidata.org/entity/Q107384353,google-cloud-dns
http://www.wikidata.org/entity/Q107383469,google-cloud-kms
http://www.wikidata.org/entity/Q107381807,google-cloud-language
http://www.wikidata.org/entity/Q107383471,google-cloud-os-login
http://www.wikidata.org/entity/Q107384406,google-cloud-runtimeconfig
http://www.wikidata.org/entity/Q107381808,google-cloud-videointelligence
http://www.wikidata.org/entity/Q107382451,google-compute-engine
http://www.wikidata.org/entity/Q107384508,google-oauth
http://www.wikidata.org/entity/Q107382355,gpustat
http://www.wikidata.org/entity/Q107382280,graphene-sqlalchemy
http://www.wikidata.org/entity/Q107385391,grpc-google-pubsub-v1
http://www.wikidata.org/entity/Q107386964,grpclib
http://www.wikidata.org/entity/Q107382466,gwpy
http://www.wikidata.org/entity/Q107386672,gxformat2
http://www.wikidata.org/entity/Q107385812,hachoir
http://www.wikidata.org/entity/Q107384138,hacs-frontend
http://www.wikidata.org/entity/Q107384747,hdbcli
http://www.wikidata.org/entity/Q107385525,hilbertcurve
http://www.wikidata.org/entity/Q107381193,hypothesis
http://www.wikidata.org/entity/Q107385805,ibm-db
http://www.wikidata.org/entity/Q107386453,ibm-db-sa
http://www.wikidata.org/entity/Q107386935,image-classifiers
http://www.wikidata.org/entity/Q107381151,imagesize
http://www.wikidata.org/entity/Q107370332,importlib_metadata
http://www.wikidata.org/entity/Q107386936,iniparse
http://www.wikidata.org/entity/Q107386656,instagramapi
http://www.wikidata.org/entity/Q107382769,intervaltree
http://www.wikidata.org/entity/Q107380527,ipaddress
http://www.wikidata.org/entity/Q107383297,ipdb
http://www.wikidata.org/entity/Q107385543,ipywebrtc
http://www.wikidata.org/entity/Q107385548,ipywidgets-bokeh
http://www.wikidata.org/entity/Q107380904,iso8601
http://www.wikidata.org/entity/Q107384426,jaraco-collections
http://www.wikidata.org/entity/Q107381356,jaraco.text
http://www.wikidata.org/entity/Q107381357,jaraco.ui
http://www.wikidata.org/entity/Q107386873,jenkins-job-builder
http://www.wikidata.org/entity/Q107385995,jieba3k
http://www.wikidata.org/entity/Q107381740,jmespath
http://www.wikidata.org/entity/Q107386130,json-logic
http://www.wikidata.org/entity/Q107386892,jsonfield2
http://www.wikidata.org/entity/Q107384046,jsonpath-rw
http://www.wikidata.org/entity/Q107384293,junitparser
http://www.wikidata.org/entity/Q107381031,jupyter-cache
http://www.wikidata.org/entity/Q107380696,jupyter-client
http://www.wikidata.org/entity/Q107381040,jupyter-console
http://www.wikidata.org/entity/Q107385573,kappa
http://www.wikidata.org/entity/Q107386883,keras-bert
http://www.wikidata.org/entity/Q107386753,keras-pos-embd
http://www.wikidata.org/entity/Q107384092,keras-tuner
http://www.wikidata.org/entity/Q107382493,kivy-deps.angle
http://www.wikidata.org/entity/Q107382494,kivy-deps.sdl2
http://www.wikidata.org/entity/Q107385862,kmodes
http://www.wikidata.org/entity/Q107382785,konoha
http://www.wikidata.org/entity/Q107382312,kornia
http://www.wikidata.org/entity/Q107383654,langid
http://www.wikidata.org/entity/Q107387013,lark
http://www.wikidata.org/entity/Q107380744,lazy-object-proxy
http://www.wikidata.org/entity/Q107383907,letsencrypt
http://www.wikidata.org/entity/Q107386309,Levenshtein-search
http://www.wikidata.org/entity/Q107385779,libvirt-python
http://www.wikidata.org/entity/Q107384594,limits
http://www.wikidata.org/entity/Q107385402,linear-tsv
http://www.wikidata.org/entity/Q107384299,logbook
http://www.wikidata.org/entity/Q107386495,logger
http://www.wikidata.org/entity/Q107384185,lomond
http://www.wikidata.org/entity/Q107384389,lunr
http://www.wikidata.org/entity/Q107386091,mailchecker
http://www.wikidata.org/entity/Q107385822,mapbox-earcut
http://www.wikidata.org/entity/Q107380638,Markdown
http://www.wikidata.org/entity/Q107384278,markuppy
http://www.wikidata.org/entity/Q107384427,maturin
http://www.wikidata.org/entity/Q107382424,maya
http://www.wikidata.org/entity/Q107380456,mccabe
http://www.wikidata.org/entity/Q107384198,mechanize
http://www.wikidata.org/entity/Q107384253,meld3
http://www.wikidata.org/entity/Q107382088,minio
http://www.wikidata.org/entity/Q107386179,mixer
http://www.wikidata.org/entity/Q107386649,mixpanel-api
http://www.wikidata.org/entity/Q107381744,mlflow-dbstore
http://www.wikidata.org/entity/Q107384344,mlxtend
http://www.wikidata.org/entity/Q107382482,mocpy
http://www.wikidata.org/entity/Q107386897,mode
http://www.wikidata.org/entity/Q107384368,molecule-podman
http://www.wikidata.org/entity/Q107385777,monkeytype
http://www.wikidata.org/entity/Q107380855,monotonic
http://www.wikidata.org/entity/Q107380823,moto
http://www.wikidata.org/entity/Q107386929,mozdebug
http://www.wikidata.org/entity/Q107381750,mpi4py
http://www.wikidata.org/entity/Q107381679,murmurhash
http://www.wikidata.org/entity/Q107385634,pycadf
http://www.wikidata.org/entity/Q107382813,pycountry
http://www.wikidata.org/entity/Q107380518,pycparser
http://www.wikidata.org/entity/Q107384042,pydash
http://www.wikidata.org/entity/Q107386774,pydictionary
http://www.wikidata.org/entity/Q107385744,pyexcel
http://www.wikidata.org/entity/Q107386207,pyfaup
http://www.wikidata.org/entity/Q107384623,pyfcm
http://www.wikidata.org/entity/Q107386726,pyftdi
http://www.wikidata.org/entity/Q107380662,pygaljs
http://www.wikidata.org/entity/Q107387163,pyghmi
http://www.wikidata.org/entity/Q107384180,pyhocon
http://www.wikidata.org/entity/Q107380908,pyinotify
http://www.wikidata.org/entity/Q107382498,pyinstaller-hooks-contrib
http://www.wikidata.org/entity/Q107385834,pyinstrument
http://www.wikidata.org/entity/Q107385607,pyjsparser
http://www.wikidata.org/entity/Q107384529,pyjwkest
http://www.wikidata.org/entity/Q107382315,pykeops
http://www.wikidata.org/entity/Q107384786,pylama
http://www.wikidata.org/entity/Q107383216,pylev
http://www.wikidata.org/entity/Q107381862,pylibmc
http://www.wikidata.org/entity/Q107384559,pylint-celery
http://www.wikidata.org/entity/Q107381177,pymdown-extensions
http://www.wikidata.org/entity/Q107383251,pymssql
http://www.wikidata.org/entity/Q107386225,pynzb
http://www.wikidata.org/entity/Q107381114,pyobjc-core
http://www.wikidata.org/entity/Q107381222,pyobjc-framework-AppleScriptKit
http://www.wikidata.org/entity/Q107381276,pyobjc-framework-AVKit
http://www.wikidata.org/entity/Q107381335,pyobjc-framework-CallKit
http://www.wikidata.org/entity/Q107381336,pyobjc-framework-ClassKit
http://www.wikidata.org/entity/Q107381290,pyobjc-framework-Contacts
http://www.wikidata.org/entity/Q107381303,pyobjc-framework-CoreML
http://www.wikidata.org/entity/Q107381317,pyobjc-framework-CoreMotion
http://www.wikidata.org/entity/Q107381232,pyobjc-framework-CoreServices
http://www.wikidata.org/entity/Q107381286,pyobjc-framework-FinderSync
http://www.wikidata.org/entity/Q107381274,pyobjc-framework-GameKit
http://www.wikidata.org/entity/Q107381337,pyobjc-framework-KernelManagement
http://www.wikidata.org/entity/Q107381322,pyobjc-framework-LinkPresentation
http://www.wikidata.org/entity/Q107381278,pyobjc-framework-MapKit
http://www.wikidata.org/entity/Q107381293,pyobjc-framework-MetalKit
http://www.wikidata.org/entity/Q107381325,pyobjc-framework-PushKit
http://www.wikidata.org/entity/Q107381247,pyobjc-framework-SecurityInterface
http://www.wikidata.org/entity/Q107381329,pyobjc-framework-SystemExtensions
http://www.wikidata.org/entity/Q107381275,pyobjc-framework-VideoToolbox
http://www.wikidata.org/entity/Q107386760,pyorc
http://www.wikidata.org/entity/Q107383910,pyphen
http://www.wikidata.org/entity/Q107381601,PyQtWebEngine
http://www.wikidata.org/entity/Q107381637,pyramid-multiauth
http://www.wikidata.org/entity/Q107380863,pyreadline3
http://www.wikidata.org/entity/Q107383369,pyrfc3339
http://www.wikidata.org/entity/Q107382316,pyro-api
http://www.wikidata.org/entity/Q107385253,pyscaffoldext-travis
http://www.wikidata.org/entity/Q107385371,pyshark
http://www.wikidata.org/entity/Q107380545,PySocks
http://www.wikidata.org/entity/Q107387223,pysoundfile
http://www.wikidata.org/entity/Q107386837,pyspark-asyncactions
http://www.wikidata.org/entity/Q107384792,pytablewriter
http://www.wikidata.org/entity/Q107384791,pytablewriter-altrow-theme
http://www.wikidata.org/entity/Q107385172,pytest-azurepipelines
http://www.wikidata.org/entity/Q107383069,pytest-catchlog
http://www.wikidata.org/entity/Q107380642,pytest-datadir
http://www.wikidata.org/entity/Q107381580,pytest-django
http://www.wikidata.org/entity/Q107385654,pytest-factoryboy
http://www.wikidata.org/entity/Q107381213,pytest-fixture-config
http://www.wikidata.org/entity/Q107384182,pytest-flask
http://www.wikidata.org/entity/Q107381124,pytest-freezegun
http://www.wikidata.org/entity/Q107384793,pytest-md-report
http://www.wikidata.org/entity/Q107382176,pytest-mpl
http://www.wikidata.org/entity/Q107382221,pytest-profiling
http://www.wikidata.org/entity/Q107386102,pytest-pycodestyle
http://www.wikidata.org/entity/Q107381645,pytest-random-order
http://www.wikidata.org/entity/Q107386048,pytest-testmon
http://www.wikidata.org/entity/Q107381017,pytest-tornasync
http://www.wikidata.org/entity/Q107381134,pytest-trio
http://www.wikidata.org/entity/Q107381216,pytest-virtualenv
http://www.wikidata.org/entity/Q107385975,pytest-wholenodeid
http://www.wikidata.org/entity/Q107384377,python-anticaptcha
http://www.wikidata.org/entity/Q107385614,python-binary-memcached
http://www.wikidata.org/entity/Q107386529,python-dev-tools
http://www.wikidata.org/entity/Q107386174,python-easyconfig
http://www.wikidata.org/entity/Q107385727,python-etcd
http://www.wikidata.org/entity/Q107383348,python-gnupg
http://www.wikidata.org/entity/Q107386850,python-intervals
http://www.wikidata.org/entity/Q107386173,python-ironicclient
http://www.wikidata.org/entity/Q107385583,python-jsonrpc-server
http://www.wikidata.org/entity/Q107385592,python-louvain
http://www.wikidata.org/entity/Q107385255,python-oauth2
http://www.wikidata.org/entity/Q107384463,python-resize-image
http://www.wikidata.org/entity/Q107386847,python-terraform
http://www.wikidata.org/entity/Q107383353,python-utils
http://www.wikidata.org/entity/Q107384462,python-whois
http://www.wikidata.org/entity/Q107386426,python3-logstash
http://www.wikidata.org/entity/Q107384135,pyuca
http://www.wikidata.org/entity/Q107383815,pyudorandom
http://www.wikidata.org/entity/Q107385795,pyunpack
http://www.wikidata.org/entity/Q107385849,pyupgrade
http://www.wikidata.org/entity/Q107384231,pyusb
